,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled
114,Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79k
683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68k
715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36k
626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39k
364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250k
732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19k
47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1.3m
208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18k
731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70k
284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190k
31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440k
30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230k
37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190k
424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52k
279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110k
869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21k
111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k
555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k
374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k
152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k
3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m
823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k
827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k
317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k
771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k
553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k
658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k
82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k
532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k
634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k
868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k
876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k
622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k
289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k
414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k
386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k
315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k
632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30k
833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k
180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k
331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k
160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k
393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k
332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k
601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k
781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k
763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k
860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k
368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k
121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k
629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k
836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k
712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k
19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k
154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k
285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k
772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k
695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k
304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k
167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k
792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k
814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k
660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k
817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k
49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k
440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k
574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k
83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k
506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k
186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k
402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k
859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k
64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k
515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k
363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k
504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k
200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k
580,Sports and Society,Duke University,COURSE,4.8,Mixed,16k
68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k
170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k
127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k
84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k
657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k
93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k
801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k
202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k
592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k
749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k
189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k
455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38k
40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k
483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k
50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k
583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k
403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k
484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k
67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k
466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k
41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k
27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k
217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k
460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k
507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k
133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k
135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k
65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k
97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k
768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k
81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k
243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k
274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k
587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k
282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k
357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k
671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k
576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k
272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k
534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k
826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k
818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k
690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k
696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k
524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k
2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m
118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k
677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k
138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k
361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k
459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k
666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k
616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k
716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k
584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k
146,Tools for Data Science,IBM,COURSE,4.6,Beginner,120k
220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k
529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k
530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k
438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k
245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k
153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k
46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k
595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k
676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k
353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k
500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k
173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k
886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11k
746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49k
261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120k
465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30k
249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130k
865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6.1k
618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12k
882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k
117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k
350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k
199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k
603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k
589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k
71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k
185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k
182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k
42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k
88,What is Data Science?,IBM,COURSE,4.7,Beginner,260k
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94k
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k
213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k
684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k
69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k
779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k
858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k
191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k
607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k
492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k
156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k
722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k
811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k
132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k
405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k
703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k
841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k
889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k
236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k
883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k
545,Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k
875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k
163,Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k
